TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_DIRECTION,CRASH_DAY_OF_WEEK,CRASH_DATE_month,CRASH_DATE_hour,POSTED_SPEED_LIMIT,NUM_UNITS,LATITUDE,LONGITUDE,Severity
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,E,2,3,8,0.2525400696474301,-0.08823949142329818,-1.140709309878054,1.2495349744303892,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,careless driving,others,W,4,8,20,0.2525400696474301,-0.08823949142329818,1.125557071476997,-2.2070570205743114,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,6,9,8,0.2525400696474301,-0.08823949142329818,0.7778679214437465,-1.79888432690019,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,1,12,9,0.2525400696474301,-0.08823949142329818,0.25655596619223486,0.6691697505862598,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,3,1,13,0.2525400696474301,-0.08823949142329818,-0.9705383520682619,1.239572585831674,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,4,5,13,-0.5669715719256664,-2.236113601203421,0.8758174262898981,-1.4356051547702997,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,5,9,5,0.2525400696474301,-0.08823949142329818,-1.3571251110049551,-1.0432857556021875,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,7,8,20,0.2525400696474301,2.0596346183568244,0.9668338039976901,-2.155253479339651,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,6,12,4,0.2525400696474301,-0.08823949142329818,1.2633258920541985,-0.4953601331065943,1
PEDESTRIAN CROSSING SIGN,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,careless driving,dangerous driving,E,3,9,11,0.2525400696474301,-0.08823949142329818,-0.7156265805631395,1.0345817112420237,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,6,9,13,0.2525400696474301,-0.08823949142329818,1.1392144858623734,-0.8201930956874547,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,N,4,3,15,0.2525400696474301,-0.08823949142329818,0.7940974008312127,-1.1323207760661131,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,6,11,11,0.2525400696474301,-0.08823949142329818,0.3870233528305076,0.8229225892592781,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,6,3,21,-2.2059948550718596,4.207508728136947,0.2173679568273617,-0.987212189178531,1
NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,7,9,22,0.2525400696474301,-0.08823949142329818,1.3036216471368243,-1.2658815941651849,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,2,10,8,0.2525400696474301,-0.08823949142329818,-0.006402247077105696,0.9097287380619025,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,6,1,14,0.2525400696474301,-0.08823949142329818,-0.674482109876057,-1.1217228958764867,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,N,2,11,8,0.2525400696474301,-0.08823949142329818,0.8364028545966888,-1.306148055669553,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,4,12,16,1.0720517112205266,-0.08823949142329818,1.0686405307325473,0.3739479325438747,1
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,2,8,18,1.0720517112205266,-0.08823949142329818,-1.2445934494822823,1.5723783006866159,1
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,OTHER,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,dangerous driving,S,7,4,18,0.2525400696474301,-0.08823949142329818,-1.3154375491918944,0.8626901321913915,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,dangerous driving,others,N,1,1,10,1.0720517112205266,-0.08823949142329818,0.9825121366060297,-2.6530070458116968,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,vehicle conditions,others,E,7,11,17,-1.3864832134987628,-2.236113601203421,-0.7347014334196118,1.5453689102047816,1
NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",others,others,E,1,9,6,0.2525400696474301,-2.236113601203421,-1.387455801221545,1.9558844188747395,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,3,8,15,0.2525400696474301,-0.08823949142329818,-1.2365568262751396,0.2642456512275279,1
STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",dangerous driving,others,E,1,9,6,0.2525400696474301,-0.08823949142329818,-1.1607102126099884,1.1473382388174633,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,E,7,12,19,0.2525400696474301,-0.08823949142329818,-0.37831910109134215,1.1168459234726542,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,5,7,12,0.2525400696474301,-0.08823949142329818,0.6234874799696789,0.5298373820961734,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,others,S,6,10,10,-4.664529779791149,-0.08823949142329818,-1.2232715947437587,1.7434195245393262,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,4,7,11,0.2525400696474301,-0.08823949142329818,0.28809635867680305,-0.7618026419999393,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,dangerous driving,others,W,1,1,16,0.2525400696474301,-0.08823949142329818,1.6592285469553465,0.3144513473416605,1
NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,others,others,S,7,1,20,0.2525400696474301,-0.08823949142329818,-0.6865275647006566,-1.3846476220753257,1
STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,6,10,12,0.2525400696474301,-0.08823949142329818,1.843870096481851,-0.02447173939163451,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,external factors,dangerous driving,S,2,1,11,0.2525400696474301,-0.08823949142329818,0.1550310005226236,0.672974683337282,1
OTHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DUSK,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,1,9,17,0.2525400696474301,-0.08823949142329818,-0.629530969442862,1.34037297860813,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,7,12,4,0.2525400696474301,-0.08823949142329818,0.08663110275114166,0.6753492103344719,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,7,7,17,0.2525400696474301,-0.08823949142329818,-2.3005574283328722,2.0256972140436025,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,2,8,11,-4.664529779791149,4.207508728136947,1.3706895251347522,-2.1600115479987485,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,2,12,11,0.2525400696474301,-0.08823949142329818,1.3918459587854155,0.24232004125458362,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,1,1,14,-1.3864832134987628,-0.08823949142329818,1.2158803944853789,-0.576028901872333,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,N,5,8,6,0.2525400696474301,-0.08823949142329818,0.7292641260144153,-1.4668590655359306,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,dangerous driving,N,6,5,21,0.2525400696474301,-0.08823949142329818,0.9861892621082388,0.5034872798909318,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,N,7,2,10,0.2525400696474301,-0.08823949142329818,1.342818471020834,0.3268972169173744,1
NO CONTROLS,NO CONTROLS,CLEAR,DAWN,REAR END,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,3,1,14,-2.2059948550718596,-0.08823949142329818,-1.4978641093018636,2.1672851937545055,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,5,8,15,0.2525400696474301,-0.08823949142329818,1.6327188515376008,-1.43845159017137,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,7,10,2,0.2525400696474301,-0.08823949142329818,1.3876222163496232,-1.1608349897983024,1
TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,5,3,13,0.2525400696474301,-0.08823949142329818,-0.9040583849829151,-0.5297026913098143,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT ON HILLCREST,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,7,2,13,0.2525400696474301,-0.08823949142329818,0.16055138790698212,0.8259643875007673,1
NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,dangerous driving,W,7,1,20,-1.3864832134987628,-0.08823949142329818,-0.010573184122227904,0.3134604614676067,1
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,others,others,S,3,11,14,0.2525400696474301,-0.08823949142329818,-0.951052917744088,1.0953622181222356,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,7,3,0,0.2525400696474301,-0.08823949142329818,0.9345562141689476,0.588400704244536,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,1,1,1,1.0720517112205266,-0.08823949142329818,0.3847896836383173,0.8587409309762342,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,3,5,6,1.0720517112205266,-0.08823949142329818,-0.44165325386686516,-0.7592704006502576,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,7,7,8,1.0720517112205266,-0.08823949142329818,0.9495816302457057,-1.1463574210999974,1
NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,7,11,19,0.2525400696474301,-0.08823949142329818,-1.413159802892969,-0.5561929859300541,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,1,6,17,-2.2059948550718596,-0.08823949142329818,-0.7214482026788447,-0.40986332632248507,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,2,10,17,0.2525400696474301,-0.08823949142329818,0.5758430894901009,-0.1309507790803534,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,4,1,0,0.2525400696474301,-0.08823949142329818,-1.2968805697643244,0.5949581033946086,1
NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,others,E,7,11,12,2.7110749943667196,-0.08823949142329818,0.024419592814402303,1.069814624047342,1
NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,ALLEY,STRAIGHT AND LEVEL,WET,NO DEFECTS,others,external factors,W,6,7,21,-0.5669715719256664,-0.08823949142329818,1.3319531110199219,-0.6809871185492667,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,E,5,6,17,0.2525400696474301,-0.08823949142329818,0.3563315358520678,0.923036920373849,1
NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,others,N,6,1,23,1.891563352793623,-0.08823949142329818,1.3994271223639085,0.4969359863579999,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,4,12,20,0.2525400696474301,-0.08823949142329818,0.3479954408174223,-1.3254646389671554,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,5,1,12,0.2525400696474301,-0.08823949142329818,0.33676410898791853,0.039177714182107734,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,5,7,6,0.2525400696474301,-0.08823949142329818,0.18540746786431217,-1.109188554045901,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,2,8,17,0.2525400696474301,-0.08823949142329818,0.2697499236699921,0.7120937454429224,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,6,8,21,0.2525400696474301,2.0596346183568244,0.021997935030451277,0.5481288643844409,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,6,1,15,0.2525400696474301,-0.08823949142329818,-1.1628567406490833,1.1644039127267474,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,driver conditions,driver conditions,W,2,4,2,0.2525400696474301,-0.08823949142329818,0.2909865285826076,-0.06811442121736601,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,E,5,7,17,0.2525400696474301,-0.08823949142329818,-0.29289909075507065,1.11778615471009,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,careless driving,careless driving,E,6,11,10,1.0720517112205266,-0.08823949142329818,-0.9730232292178136,0.9155651669789318,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,road conditions,road conditions,S,5,5,9,1.0720517112205266,-0.08823949142329818,-0.11071767935020659,-0.10387733881269054,1
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,4,9,9,0.2525400696474301,-0.08823949142329818,1.3697714608632743,-1.1831394186526796,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,4,4,16,0.2525400696474301,-0.08823949142329818,1.0588428950301663,-2.533400827457023,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ALLEY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,2,8,21,0.2525400696474301,-0.08823949142329818,1.8071488448841893,-0.41532183275078277,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,OTHER,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,dangerous driving,S,7,4,17,0.2525400696474301,-0.08823949142329818,-0.9925019621725164,-0.9009231574088835,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,5,2,11,0.2525400696474301,-0.08823949142329818,0.1319781727030407,0.8238537550928509,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,2,7,18,0.2525400696474301,-0.08823949142329818,0.4722191358103376,0.6659485892660222,1
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DUSK,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,careless driving,careless driving,E,4,9,18,0.2525400696474301,-0.08823949142329818,0.45103542968727794,0.9079208157325068,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,4,8,0,0.2525400696474301,-0.08823949142329818,-1.2218931674026274,-0.4159635145242382,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,4,6,18,0.2525400696474301,-0.08823949142329818,0.6970831573249243,-0.38379355820761335,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,5,12,9,0.2525400696474301,4.207508728136947,-0.6157104455918815,1.4795709558652423,1
NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,others,W,2,6,13,-0.5669715719256664,-0.08823949142329818,0.5785346350069851,-1.342167290799853,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,7,4,12,1.0720517112205266,-0.08823949142329818,1.0591319645576407,0.19299414598840015,1
OTHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,E,4,8,21,0.2525400696474301,-0.08823949142329818,-1.0557067575019907,1.0256185466595715,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,5,9,6,0.2525400696474301,-2.236113601203421,-0.7189727471411039,0.7484629795879897,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,OTHER,dangerous driving,others,W,4,8,11,0.2525400696474301,2.0596346183568244,0.2564856368370795,0.6615100253615259,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,6,12,9,0.2525400696474301,-0.08823949142329818,-0.7264519891940775,-0.0709178636012795,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,6,3,12,0.2525400696474301,-0.08823949142329818,-1.4562409576900306,1.6933876609307768,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,dangerous driving,W,5,4,8,0.2525400696474301,-0.08823949142329818,0.7675893398938846,0.5159632885523096,1
NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,5,9,19,0.2525400696474301,-0.08823949142329818,0.3299663985478637,0.5150332558942798,1
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,1,4,19,0.2525400696474301,-0.08823949142329818,-1.4039181356868178,0.5588108025186688,1
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,external factors,others,S,6,1,22,1.0720517112205266,-0.08823949142329818,-0.8983982378524795,0.0871216258060081,1
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,5,6,18,0.2525400696474301,-0.08823949142329818,1.2337665714962414,-0.16305225438751017,1
